trainNo,trainName,fromStation,toStation
12160,Jabalpur Amravati Super Fast Express,Jabalpur Junction,Amravati Terminal
1701,Jabalpur Ayodhya Cantt Holi Special,Jabalpur Junction,Ayodhya Cantonment
2134,Jabalpur Bandra Special,Jabalpur Junction,Bandra Terminus
22174,Jabalpur Chanda Fort Super Fast Intercity Express,Jabalpur Junction,Chanda Fort
2198,Jabalpur Coimbatore Super Fast Special,Jabalpur Junction,Coimbatore Junction
51707,Jabalpur Gondia Passenger,Jabalpur Junction,Gondia Junction
1705,Jabalpur Haridwar Summer Special,Jabalpur Junction,Haridwar
22181,Jabalpur Hazrat Nizamuddin Gondwana Super Fast Express,Jabalpur Junction,Hazrat Nizamuddin
22192,Jabalpur Indore Super Fast Express,Jabalpur Junction,Indore Junction
12187,Jabalpur Mumbai CSMT Garib Rath Express,Jabalpur Junction,Chhatrapati Shivaji Maharaj Terminus
51703,Jabalpur Nainpur Passenger,Jabalpur Junction,Nainpur Junction
51705,Jabalpur Nainpur Passenger,Jabalpur Junction,Nainpur Junction
2132,Jabalpur Pune Special,Jabalpur Junction,Pune Junction
12062,Jabalpur Rani Kamlapati Janshatabdi Express,Jabalpur Junction,Rani Kamlapati
11705,Jabalpur Rewa Express,Jabalpur Junction,Rewa
22189,Jabalpur Rewa Intercity Express,Jabalpur Junction,Rewa
20827,Jabalpur Santragachi Humsafar Express,Jabalpur Junction,Santragachi Junction
11449,Jabalpur Shri Mata Vaishno Devi Katra Weekly Express,Jabalpur Junction,Shri Mata Vaishno Devi Katra
11651,Jabalpur Singrauli Intercity Express,Jabalpur Junction,Singrauli
11464,Jabalpur Veraval Express,Jabalpur Junction,Veraval Junction
11466,Jabalpur Veraval Express,Jabalpur Junction,Veraval Junction
12194,Jabalpur Yesvantpur Super Fast Express,Jabalpur Junction,Yesvantpur Junction
18108,Jagdalpur Rourkela Intercity Express,Jagdalpur,Rourkela Junction
3106,Jagi Road Sealdah Summer Special,Jagi Road,Sealdah
74951,Jaijon Doaba Phagwara DEMU,Jaijon Doaba,Phagwara Junction
12981,Jaipur Asarva Super Fast Express,Jaipur Junction,Asarva Junction
9723,Jaipur Bandra Special,Jaipur Junction,Bandra Terminus
12980,Jaipur Bandra Super Fast Express,Jaipur Junction,Bandra Terminus
22934,Jaipur Bandra Weekly Super Fast Express,Jaipur Junction,Bandra Terminus
19721,Jaipur Bayana Express,Jaipur Junction,Bayana Junction
14734,Jaipur Bhatinda Express,Jaipur Junction,Bathinda Junction
9733,Jaipur Bhiwani Express Special,Jaipur Junction,Bhiwani Junction
19711,Jaipur Bhopal Express,Jaipur Junction,Bhopal Junction
74861,Jaipur Churu DEMU,Jaipur Junction,Churu Junction
12970,Jaipur Coimbatore Super Fast Express,Jaipur Junction,Coimbatore Junction
12985,Jaipur Delhi Sarai Rohilla AC Double Decker Express,Jaipur Junction,Delhi Sarai Rohilla
19715,Jaipur Gomti Nagar Express,Jaipur Junction,Gomti Nagar
14716,Jaipur Hisar Express,Jaipur Junction,Hisar Junction
7019,Jaipur Hyderabad Special,Jaipur Junction,Hyderabad Deccan
12719,Jaipur Hyderabad Super Fast Express,Jaipur Junction,Hyderabad Deccan
12974,Jaipur Indore Super Fast Express,Jaipur Junction,Indore Junction
19713,Jaipur Kurnool City Express,Jaipur Junction,Kurnool City
19735,Jaipur Marwar Junction Express,Jaipur Junction,Marwar Junction
51974,Jaipur Mathura Passenger,Jaipur Junction,Mathura Junction
12968,Jaipur MGR Chennai Super Fast Express,Jaipur Junction,Puratchi Thalaivar Dr. MGR Central
12956,Jaipur Mumbai Super Fast Express,Jaipur Junction,Mumbai Central
12976,Jaipur Mysuru Super Fast Express,Jaipur Junction,Mysuru City Junction
22176,Jaipur Nagpur Weekly Super Fast Express,Khatipura,Nagpur Junction
20952,Jaipur Okha Weekly Super Fast Express,Khatipura,Okha
12940,Jaipur Pune Super Fast Express,Jaipur Junction,Pune Junction
9635,Jaipur Rewari Passenger Special,Jaipur Junction,Rewari Junction
4706,Jaipur Shri Ganganagar Special,Jaipur Junction,Shri Ganganagar Junction
4802,Jaipur Sikar DEMU Special,Jaipur Junction,Sikar Junction
19719,Jaipur Suratgarh Express,Jaipur Junction,Suratgarh Junction
12992,Jaipur Udaipur City Intercity Express,Jaipur Junction,Udaipur City
9721,Jaipur Udaipur City Specialfare Super Fast Special,Jaipur Junction,Udaipur City
20980,Jaipur Udaipur City Vande Bharat Express,Jaipur Junction,Udaipur City
20668,Jaipur Yesvantpur Superfast Express,Jaipur Junction,Yesvantpur Junction
22932,Jaisalmer Bandra Super Fast Express,Jaisalmer,Bandra Terminus
14703,Jaisalmer Lalgarh Express,Jaisalmer,Lalgarh Junction
20491,Jaisalmer Sabarmati Super Fast Express,Jaisalmer,Sabarmati Bg
18038,Jajpur Keonjhar Road Kharagpur Express,Jajpur Keonjhar Road,Kharagpur Junction
